Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,80021846.95,85363759.34,88782583.46,99893761.27,99252731.45,105021996.86,113195122.76,125554008.72,125733668.50,141393142.00,166210203.00,186826503.03,213725216.67,260767827.62,311804629.87,402178605.02,435911268.59,495097667.93,552883707.06,670362452.15,1012280614.53,1114204743.20,1163923830.36,1236016506.74,1346890071.10,1409536120.92,1547755183.21,1704370307.76,1812757917.76,2006165166.81,2012131457.27,2020583702.08,1957000000.00,2063342117.04,2151344901.31,2216974096.36,2363645403.47,2498384129.67,2817083478.35,2951822204.54,3059500000.00,3054500000.00,3106500000.00,3209500000.00,3444500000.00,3819500000.00,4217323400.00,4675767950.00,4790410400.00,4466809600.00,5672900000.00,5663100000.00,5761450000.00,5667200000.00,5620600000.00,5698150000.00,5674600000.00,5683150000.00,6001950000.00,6161850000.00,5407050000.00,5947550000.00,6884900000.00,7223250000.00,7498050000.00,
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,114039500.59,132757528.04,139029537.24,160818235.87,161210236.44,179078929.32,197525767.79,270822782.03,433095526.69,2319576214.21,2496420257.54,3054765590.29,3681242528.32,4100423673.59,6044367628.29,10795432293.61,9367218664.31,8932198185.73,7927590750.40,7632788075.16,6967623884.42,4190280002.67,4918010080.03,4535130304.71,4983622881.00,6039881086.68,6284497293.86,6327966435.17,6203339912.15,6467782517.72,7700144069.14,7663377306.05,7793034376.21,5550846019.54,6309070377.60,6570999087.57,6096155767.38,6333082875.57,7167725261.93,8619178773.51,10547202620.53,12644616418.69,13432029484.40,15926456515.00,11912904509.86,13707121038.44,18524791062.66,19048443340.77,18094148098.65,17097797386.03,12930296870.12,11400266044.67,12128168045.12,13566908391.09,13469235364.70,12005799653.98,14006496617.45,16681536466.72,15095084656.16,15340808592.48,
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,61812113.07,66289450.33,70139866.81,78900289.32,92901784.50,86820762.49,88461262.78,97884433.80,94086227.61,105377995.20,128669200.92,139174178.09,141439317.40,156704289.91,160423493.94,163288815.36,191218115.49,242742766.35,272298066.56,264798626.17,287765007.11,240294286.02,240233531.16,225973692.84,258954708.05,290490983.82,303408345.62,352229076.71,363458380.90,399311199.51,460733418.40,496110225.71,559345263.71,651935430.31,735348490.43,860391000.22,942879878.54,1255767964.00,1317517834.60,1331343797.77,1708880730.21,1977728658.68,1973387227.97,1943696951.65,2089079570.58,2187815803.37,2357504760.79,2591358009.20,2583335721.86,2735683570.46,2457604333.91,2768802960.11,2898227743.76,3012896789.25,,
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,30411413.66,32902612.87,35644956.64,38091842.85,41616347.79,45788696.33,51465655.39,58642354.09,66248441.42,77361546.51,96243233.66,127448613.51,164460914.98,244124164.04,306044207.53,355168571.54,372025093.01,451624780.27,590407374.45,819870258.78,1060889703.75,1073812830.30,1014945695.72,1172230396.58,1240822167.44,1114783342.72,1392602163.54,1965226890.05,2644554158.73,3083822112.02,3790636324.45,3942876703.45,4146464586.62,4160129174.71,4259259604.16,4730599121.93,4847757217.76,5020265626.66,4790481509.18,5484263346.88,5788329609.16,5489608299.66,5438863982.89,7511582173.38,8957467706.54,9918907108.10,9919158482.41,10567270655.50,10730829116.41,10118459242.32,12637273429.13,15110643612.17,13907464500.15,14271738933.20,15470088500.74,13530748844.51,15082637184.05,16105155856.77,17031943186.14,16725908148.55,14960251607.81,18750182236.22,20321150599.15,19411266967.10,19402063512.91,
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,112155598.49,123134583.46,124482773.83,129379123.76,142025078.74,150574795.41,157930018.09,163820513.56,191767441.60,188039210.13,189106529.21,201450799.83,230317883.36,271183082.04,281398705.57,378660016.27,451152461.31,507298147.53,610578631.99,700764747.76,797048198.53,694803622.90,748312390.76,658679332.68,637820670.30,864849836.29,1122265013.42,1200991977.81,1264899287.51,1233930280.92,1440711459.17,1377374986.59,1411917553.12,1278781261.56,851174356.78,1115389673.69,1007791127.10,937741513.02,967338389.65,999477510.69,916777282.69,932648604.75,996068144.88,1142315522.54,1272360517.32,1337894378.74,1461859762.33,1699811294.95,1993407888.50,2067381665.25,2142591540.40,2437982705.12,2510126512.23,1691544110.19,1894813389.40,1695825714.19,1825018144.66,2072349972.68,2220979146.11,2221301351.44,2326720900.38,2516498412.46,2382618615.02,2555492085.95,2751494281.07,
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,40563768946.95,41038192837.90,42336211555.83,45140337826.99,49503663836.37,54649410478.52,61252415404.69,65856924423.97,72048833006.16,79405011124.82,88192257632.31,99606454743.51,113463848873.62,131764343565.64,160949188139.06,174419757176.56,207271612576.07,212325176304.65,219369542386.25,243891124295.72,274776566028.05,307246642755.86,314647807408.61,341866277182.73,356718400123.54,366186012449.65,379006836991.72,433134238310.71,509380027626.55,567211993243.24,596075591360.99,612527712315.62,594387358318.86,579053561739.40,579944346807.26,605961090061.21,630607994132.75,654986999855.55,634000000000.00,678412196271.12,744773415931.59,738981792355.37,760649334098.01,895540646634.79,1026690238278.25,1173108598778.68,1319264809590.97,1468820407783.26,1552989690721.65,1374625142157.29,1617343367486.26,1793326630174.52,1828366481521.60,1846597421834.98,1805749878439.94,1556508816217.14,1527994741907.43,1649265644244.09,1725329192783.02,1743725183672.52,1655684730000.19,2022378748423.23,2190411080134.32,2173339670064.33,2243636826633.76,
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272115195628.93,246710634295.86,255096853829.45,270374645291.36,308675977161.46,394762398480.38,417518097817.20,411143082438.38,449843473353.66,436027644107.05,429412709571.52,469501416107.35,528524764911.33,634291134326.28,763490469817.59,885715817927.21,1001314786967.89,1264257753875.71,1530264815688.71,1289259547165.21,1319443729249.66,1458155270134.30,1361899009858.40,1420222538112.93,1467451281263.28,1297141271990.05,1321561415743.83,1467501784248.85,1656383422202.66,1684318282245.77,1678294256145.30,1926347717339.00,1954419184114.96,2273205742208.30,2462005273603.48,
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,10412232620.53,11713348834.31,12989649694.28,14283872299.05,15833133857.63,16780226225.09,18019402373.54,19397044714.10,20712102793.80,22442043274.07,24998066773.38,30040171750.65,36844318854.24,49550006319.51,57103011445.64,65466081819.24,68476524643.94,73135771167.05,102280472035.79,114970094424.73,122557843886.14,112244805518.79,115043365512.49,114634358534.61,109455312167.51,110980314191.53,159089921062.87,199236370037.55,215540625298.98,208105846934.41,265763573999.42,268901693863.32,279921425828.47,272237527070.93,301375055202.16,352835806342.50,340103959546.93,294788198856.20,303459014346.81,297873643323.13,279216033870.20,286582672434.23,309301422430.39,362075086507.76,403912891033.37,418284865885.00,441634672196.52,490740715594.80,567267767519.16,554212916092.27,598851028906.58,715888126682.40,686420221557.99,706234937370.97,726537808338.00,694118186379.63,687895460902.71,695200833086.50,725568717468.00,721369112726.72,741999406005.63,815309330986.72,828508926958.39,894424821645.21,936564198048.52,
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5945677376.61,6262740656.85,6439703434.71,6232906290.49,6663669064.75,7332244897.96,8553643354.08,8827272727.27,9676172953.08,11514605842.34,,9100755725.19,8902359316.36,9648680025.83,9454638123.24,9594745810.67,10527973277.61,10109273770.33,9168857222.33,9170044517.20,10026394043.61,10031864649.08,9439810769.23,11157540109.89,11308272505.18,12507320838.39,,
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,4211103676.74,4948564550.91,5765971144.47,5702520146.03,6065708668.33,6183988944.35,7256882086.20,7145068067.64,7286820526.02,8456519044.38,9261006540.16,10999807567.12,12057501634.98,17237336172.79,16584311220.14,7812161793.12,10523479088.81,14272711436.75,16373093553.72,22249574627.69,29586676576.10,35180322211.29,19710229067.29,20629678694.07,19974595028.16,17933557359.80,19197818084.68,22605488850.90,26174858613.85,30101767991.11,33428580448.27,38232330917.20,46538895685.81,49934943320.88,57438273591.05,73820425701.66,78584098983.64,85741415285.17,81990010704.06,75578685735.52,78339750721.36,71574739561.43,70264045939.28,76492579644.06,99075985773.67,122294145163.19,153843518170.86,172491076033.86,179894594475.41,171777900623.89,217051209238.53,251382573893.87,267024782486.86,277395018842.42,259560978224.36,242450355830.88,249344863928.44,276154259981.10,295857562991.71,278285058719.47,254042159309.31,315325547162.07,301226575540.24,335518054097.64,330267137371.59,
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,59846235024.73,50162299349.79,47310737754.23,50812227918.58,59821862703.40,70565994356.18,76854053259.21,73011350596.25,70980323818.79,79847786729.19,92752930873.19,99959013879.63,113871930713.84,138764340892.00,144418433058.47,163687619735.86,154196810058.64,175226595859.78,149788617886.18,178573913043.48,191487500000.00,196218253968.25,205480916030.53,231130268199.23,260442857142.86,310064625850.34,301310144927.54,273455156950.67,312888888888.89,348380566801.62,361560229445.51,384510452961.67,428502354788.07,446557291212.15,566929539493.17,738190896227.55,868523936530.08,967753570434.67,1037134141760.35,1103843203575.64,1223754919971.05,1355036590251.52,1489821682050.54,1683903309843.85,1984196551300.44,2317551298052.05,2791498472804.33,3604055822571.63,4667346414521.95,5189577094997.58,6192564874453.29,7671757207851.29,8673664713189.24,9743124247267.24,10674533168257.40,11280814787468.90,11456024084962.00,12537559062282.90,14147765772963.80,14560167101283.40,14996414166715.10,18201698719564.00,18316765021690.20,18270356654533.20,18743803170827.20,
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,546203559.34,618245634.18,645284473.73,761047198.03,921063326.59,919771228.82,1024102880.06,1082922724.87,1281281276.72,1361360293.43,1455482795.41,1584128509.47,1849400401.65,2508421426.18,3070152309.22,3893839190.27,4662053824.84,6265068189.38,7900526298.32,9142933966.79,10175617609.10,8432589942.39,7567110848.92,6838184772.52,6841639246.90,6977650643.99,9158302099.58,10087654464.82,10255169805.80,9757410644.67,10795850582.78,10492628580.75,11152971273.94,11045760288.12,8313557510.15,11000146266.51,18071152830.61,18047558037.70,19619654755.68,18870992455.57,16577533891.88,16810537043.84,18054383320.85,21251754340.43,23510575681.37,24036918703.17,25281413263.37,28760090953.31,34078240293.26,33886813250.20,34936307980.06,36693710801.40,36302302877.30,42760235484.61,48843005613.71,45815005169.27,48407761036.82,52512343996.69,58522477786.69,60382894697.36,63027852805.42,72794636653.78,70922824813.91,80780312569.16,87113179149.28,
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,614206068.50,652777608.32,694247864.38,718320845.04,776650176.90,814083265.51,851112534.55,936175260.03,1046191217.80,1100551488.63,1151216992.88,1236941394.11,1498251889.66,1901393361.02,2157415532.55,2857037371.06,2898090001.86,3394664024.06,4662852583.13,5919002982.60,6674569046.68,6610938616.66,6611255963.84,6870200009.90,7311938026.37,8544810497.99,11857056199.08,13049659981.14,12236057362.49,11012566195.03,12314482627.85,11840192296.39,12071775335.04,16181814712.53,8902446252.18,10864772470.90,11093538846.45,10789458432.64,11298144990.41,11565826464.89,10566579294.98,10953485349.11,12417251350.49,15970315034.99,18826214135.64,19509852206.93,20910512974.93,23928250433.04,27715142032.91,27932970317.13,27507501821.03,30630910495.22,30155062329.28,33728621180.32,36386544706.08,32210233020.46,33814337044.38,36098547033.17,39955552189.80,39667757527.66,40773241177.05,45011937346.84,44347206072.55,48814501547.43,53296694320.21,
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,3359404117.65,3086746857.14,3779841428.57,6213185742.57,2881545272.73,4043901818.18,4532660181.82,3384063371.76,3909780538.92,5032434970.06,4877684910.18,5594770359.28,6173712814.37,7870239461.08,9596960179.64,10237343173.65,9648583224.99,12344424763.57,15372608002.39,15068422236.37,14394927494.86,12537821038.22,13651667371.17,11006712650.45,7857729193.20,7195042616.01,8095367168.22,7661625472.58,8861299976.74,9021862775.18,9349764580.41,9625436872.51,8227343907.27,10706259936.74,5820382248.28,5643439376.10,5771456952.19,6090838693.27,6217805820.77,4711259427.27,19088046305.80,7438189100.33,8728038525.14,8937567059.88,10297483481.22,12609728573.10,15484044534.58,18374807772.54,22723488723.36,18607259480.54,24161641931.03,26392379641.77,30029369928.73,34891189160.30,38352980552.87,40179574490.30,38600224214.47,37537521565.53,46659954092.49,46845900350.03,46691989748.92,59067289573.51,70422346142.20,69843655425.29,70962185790.71,
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,131731862.78,151675738.93,166521239.65,172233430.66,185693724.91,198318064.03,220613581.97,237397428.14,251247457.77,265040036.42,274960699.89,322128018.96,410669263.65,541973362.61,585364634.47,767102680.24,754549601.39,765224029.29,878771772.20,1198749667.43,1705796852.89,1993512322.62,2160640564.56,2097274289.75,2193581365.34,2160872540.03,1849268212.30,2297753652.35,2212536311.99,2389593025.60,2798746050.11,2724853505.80,2933222703.03,2684323623.14,1769365437.79,2116003867.76,2540697539.06,2322719102.69,1949481379.22,2354772960.28,3227927697.58,2796704604.04,3034250923.98,3503723087.74,4656974940.13,6650001680.49,8072305029.07,8782703436.70,11649857673.44,9723299915.25,13148396211.60,15655383576.65,17692911296.30,17958720699.09,17919321078.03,12434793867.36,10931328150.85,11834473039.36,14773900288.51,13976637779.98,11468687464.00,14825690210.92,15817030154.69,15321055822.52,15719986076.65,
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,4031152976.64,4540447761.19,4955543963.37,4836166666.67,5973366666.67,5760761904.76,5428518518.52,5825170438.49,5960212869.13,6450175213.75,7198360460.20,7820380970.54,8671358732.68,10315760000.34,12370029583.64,13098633901.87,15341403660.47,19470960619.13,23263511958.05,27940411250.27,33400735644.05,36388366869.03,38968039721.75,38729822781.60,38253120737.97,34894411351.98,34942489683.97,36373307085.09,39212550050.42,39540080200.39,47844090709.99,49175565911.07,58418985443.32,66446804802.57,81703500846.04,92507279383.04,97160109277.81,106659508271.26,98443739941.17,86186158684.77,99875074951.03,98200641203.39,97945812802.89,94644969157.10,117092416666.25,145600529605.80,161792958904.86,206229540926.31,242504150472.93,232468663109.60,286498534094.96,334966134804.89,370691143018.04,382093697077.69,381240864422.41,293492370193.17,282720100286.23,311866875156.88,334198218098.28,323031701192.84,270348342541.47,318524633225.40,345632492851.45,366291836137.92,418818154879.27,
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,243390495.92,212958381.54,202152461.76,196193379.74,189102734.15,191944891.60,258143902.89,313292322.96,336422522.41,328665080.85,401561021.55,400592662.61,436552922.12,427750822.87,314789556.04,392774713.63,392488148.73,362816806.13,363932160.23,371921712.45,339504306.29,372746486.17,427360070.32,546830040.54,622679660.37,655375095.91,688498641.51,795673152.87,915659107.97,905341172.71,907978730.89,1023086273.53,1015843490.82,1116224106.84,1149587661.01,966029600.86,1012835493.19,1077439756.59,1178530633.25,1187915408.87,1218763671.27,1272238390.86,1222485532.32,1326836543.01,1440991455.45,
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,142246815.35,139468209.12,140630678.98,138476175.62,132019038.59,137728204.81,190651167.56,235253064.71,264308140.29,267448571.41,306890962.65,319827058.59,357160985.33,490417389.68,406580652.33,487148993.53,501979269.84,490608657.92,521910560.52,592416703.06,539227277.63,563090490.38,620507387.47,813260468.87,924940011.84,972241676.91,1107571457.91,1649621738.64,1959620648.32,1852334575.18,1824751467.93,2046817987.20,1913081210.41,2028910915.16,2041930125.43,1749857620.35,1849789986.00,1996741539.95,2205099507.00,2252177124.32,1821565613.69,2051842618.71,2247003344.34,2504525548.71,2725414150.73,
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,507513829.99,490325181.61,479180824.35,511902136.81,542578367.24,592981162.26,647305630.19,699456618.87,773841494.34,853630203.77,984830158.49,1077147537.52,1238251695.55,1528925846.25,1666544754.10,1960863465.58,2412555425.90,3072427012.84,3523208809.80,4035519323.22,4831447001.17,2623803095.79,2606623554.57,3146772630.77,3660477856.23,3919203960.40,4418983870.97,4532952047.16,4614629898.40,5251025767.48,5711687786.76,7215725487.31,8579754757.93,9564815975.15,10489903725.00,11578594259.87,11678424507.25,12614602382.20,13684255946.58,14254866284.65,15013629661.90,15976174336.97,16578820687.29,17271760506.95,18610594846.21,20040642476.98,22715540324.30,26884700709.31,30801745700.45,30745714312.64,37658616951.80,42762613698.96,47231655431.74,50949668841.67,52016408854.27,56441920820.52,58847019609.65,60516044656.52,62420164991.54,64417670521.35,62395610760.05,64960725734.20,69243626028.59,86497941439.02,95350423176.60,
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1165303060.29,1272022469.11,1356047349.50,1447988752.00,1546223257.53,1658476310.99,1763304085.17,1929997389.28,1980508885.71,2152507805.37,2268330542.34,2457968135.09,2734457344.69,3173389131.65,4201310614.83,4819825581.34,4937767512.99,5937525886.22,6776416498.51,8405785521.39,10876340879.34,11977463255.16,13292712867.03,13189051711.18,13689070378.95,13794627075.91,11773697053.12,12334469174.33,12745727415.76,12606272526.71,13573367099.51,13946896742.21,14242986936.37,13815833341.51,14788599388.74,15732201525.37,16941993239.81,20074931520.31,21643804665.06,23393912390.05,25625542926.45,26504661126.16,27742046925.44,30589389405.90,33597817092.35,38224293958.73,44325879983.22,49739222993.11,57296315261.93,47913515379.12,53047626322.03,56828150706.10,60427163825.08,62064949752.49,64075043973.10,62545153672.03,58073168349.51,59690101434.35,61252081219.87,62185458482.71,53320869430.71,62687149265.45,78506430710.73,79534673452.94,90344593407.05,
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,5693005200.00,6914658400.00,8135150891.92,9987709650.18,11405957317.07,13027415243.90,13789579902.56,14206158674.70,17844705324.68,19584443287.67,19912889861.11,20150254096.39,20953510235.29,22204940512.22,24039383608.42,22920490774.10,24226574634.03,25213935012.08,27458999472.30,27023468665.90,28645436569.15,24316556025.66,22085858243.24,22367254864.86,28448326756.76,30429803651.22,25017368700.00,25365908100.00,25736331200.00,28364615200.00,30565400000.00,31682400000.00,33590500000.00,35901200000.00,38203000000.00,42643836100.00,48835925925.93,54262870370.37,56302129629.63,57481481481.48,59562962962.96,68990000000.00,73141000000.00,77148000000.00,80656100000.00,87132800000.00,91370407900.00,96850649700.00,100050036100.00,103427600000.00,107352000000.00,,,,,
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2120511229.05,2143450726.26,2160784692.74,2202117374.30,2237160502.79,2344637262.57,2457581731.84,2593831508.38,2833476145.25,2869153184.36,2951342793.30,2930092237.27,3012836256.56,3033568606.17,3059406995.40,3058779211.90,3024690188.02,3033433248.16,3046364819.53,3026124115.73,2534327592.50,2739594359.59,3075180834.72,3281419347.37,3561178196.21,
